sample	aliquot	type	injection	replicate	batch	order	datetime	compound	rt	area	compound_is	rt_is	area_is
s0001_blank	s0001blank_a9	blank	9	a	1	45	2013-11-01 09:36:23:00	1-OG-Q	6.25672919343326	2513.77999999999	2AG-ISTD	4.93742856478496	184.067831928745
s0001_blank	s0001blank_a9	blank	9	a	1	45	2013-11-01 09:36:23:00	2-LG-Q	4.69909691625787	954.269302346939	2AG-ISTD	4.93742856478496	184.067831928745
s0001_qc	s0001qc_a1	qc	1	a	1	46	2015-13-08 17:44:45:00	1-LG-Q	4.96450953713822	300990.971355127	2AG-ISTD	4.63478925793091	43837.9765536502
s0001_qc	s0001qc_a1	qc	1	a	1	46	2015-13-08 17:44:45:00	1-OG-Q	6.21046367399453	1101223.642	2AG-ISTD	4.63478925793091	43837.9765536502
s0001_qc	s0001qc_a1	qc	1	a	1	46	2015-13-08 17:44:45:00	2-LG-Q	4.72170115296044	31256.8554185104	2AG-ISTD	4.63478925793091	43837.9765536502
s0001_qc	s0001qc_a2	qc	2	a	1	47	2015-13-08 17:57:26:00	1-LG-Q	4.96489442152996	230832.060566967	2AG-ISTD	4.63791452473967	35423.2947370643
s0001_qc	s0001qc_a2	qc	2	a	1	47	2015-13-08 17:57:26:00	1-OG-Q	6.21365563706779	988555.002000002	2AG-ISTD	4.63791452473967	35423.2947370643
s0001_qc	s0001qc_a2	qc	2	a	1	47	2015-13-08 17:57:26:00	2-LG-Q	4.73410805001178	32644.8292137815	2AG-ISTD	4.63791452473967	35423.2947370643
s0001_blank	s0001blank_a1	blank	1	a	1	48	2015-13-08 18:10:07:00	1-LG-Q	4.94588282279852	317.469888730324	2AG-ISTD	4.80078861625987	1554.02515931867
s0001_blank	s0001blank_a1	blank	1	a	1	48	2015-13-08 18:10:07:00	1-OG-Q	5.97622479554792	2377.43699999998	2AG-ISTD	4.80078861625987	1554.02515931867
s0001_blank	s0001blank_a1	blank	1	a	1	48	2015-13-08 18:10:07:00	2-LG-Q	4.69627410345223	784.130574634205	2AG-ISTD	4.80078861625987	1554.02515931867
s0001_qc	s0001qc_a3	qc	3	a	1	49	2015-13-08 18:22:48:00	1-LG-Q	4.96714245958394	242745.08514146	2AG-ISTD	4.64073311359033	38964.9409528368
s0001_qc	s0001qc_a3	qc	3	a	1	49	2015-13-08 18:22:48:00	1-OG-Q	6.21388274166164	1070624.70800001	2AG-ISTD	4.64073311359033	38964.9409528368
s0001_qc	s0001qc_a3	qc	3	a	1	49	2015-13-08 18:22:48:00	2-LG-Q	4.73361504990316	30435.1551942908	2AG-ISTD	4.64073311359033	38964.9409528368
s0001_qc	s0001qc_e1	qc	1	e	1	50	2015-13-08 18:35:28:00	1-LG-Q	4.9659824412653	193343.996952373	2AG-ISTD	4.64038146283869	30994.7534377549
s0001_qc	s0001qc_e1	qc	1	e	1	50	2015-13-08 18:35:28:00	1-OG-Q	6.21166633058131	679966.499916561	2AG-ISTD	4.64038146283869	30994.7534377549
s0001_qc	s0001qc_e1	qc	1	e	1	50	2015-13-08 18:35:28:00	2-LG-Q	4.72779859597344	28286.1167492296	2AG-ISTD	4.64038146283869	30994.7534377549
s001_cal0	s001cal0_a1	cal	1	a	1	51	2015-13-08 18:48:08:00	1-LG-Q	4.96166984619902	230133.200533033	2AG-ISTD	4.63616960277518	29172.7872191668
s001_cal0	s001cal0_a1	cal	1	a	1	51	2015-13-08 18:48:08:00	1-OG-Q	6.21144738239276	1004072.8635	2AG-ISTD	4.63616960277518	29172.7872191668
s001_cal0	s001cal0_a1	cal	1	a	1	51	2015-13-08 18:48:08:00	2-LG-Q	4.72785876019954	23140.6704772047	2AG-ISTD	4.63616960277518	29172.7872191668
s001_cal1	s001cal1_a2	cal	2	a	1	52	2015-13-08 19:00:51:00	1-LG-Q	4.96479441244816	201162.020572675	2AG-ISTD	4.66632172797562	35937.6715489646
s001_cal1	s001cal1_a2	cal	2	a	1	52	2015-13-08 19:00:51:00	1-OG-Q	6.20937844998898	970423.143500002	2AG-ISTD	4.66632172797562	35937.6715489646
